id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
5037,Allentown,0.2,11.648,2,East,qexty,Consumer,shorts,Standard Class,1528,3.3488,01-07-2020,18103,Pennsylvania,01-07-2020
5038,Westland,0,109.95,1,Central,fynota,Consumer,chocolates,Standard Class,4441,36.2835,01-07-2020,48185,Michigan,01-07-2020
5039,Westland,0,965.85,5,Central,kariox,Consumer,laptop,Standard Class,4442,135.219,01-07-2020,48185,Michigan,01-07-2020
5040,Westland,0,29.2,5,Central,kariox,Consumer,television,Standard Class,4443,10.512,01-07-2020,48185,Michigan,01-07-2020
5041,Westland,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,4444,15.552,01-07-2020,48185,Michigan,01-07-2020
5042,Concord,0.2,363.92,5,South,qexty,Consumer,tshirts,Standard Class,5834,0,01-07-2020,28027,North Carolina,01-07-2020
5043,Hattiesburg,0,8.6,1,South,kariox,Consumer,headset,Standard Class,5989,4.042,01-07-2020,39401,Mississippi,01-07-2020
5044,Seattle,0,12.42,3,West,qexty,Consumer,shorts,Second Class,6274,4.4712,01-07-2020,98105,Washington,01-07-2020
5045,Hattiesburg,0,87.92,4,South,kariox,Consumer,laptop,Standard Class,5987,0.8792,01-07-2020,39401,Mississippi,01-07-2020
5046,Columbia,0,37.68,2,East,kariox,Corporate,battery,Standard Class,8757,10.5504,01-07-2020,21044,Maryland,01-07-2020
5047,Seattle,0,428.4,3,West,fynota,Consumer,chocolates,Second Class,6275,89.964,01-07-2020,98105,Washington,01-07-2020
5048,Seattle,0,24.75,5,West,qexty,Consumer,shorts,Second Class,6276,10.89,01-07-2020,98105,Washington,01-07-2020
5049,Seattle,0,87.71,7,West,kariox,Consumer,tablet,Second Class,6277,41.2237,01-07-2020,98105,Washington,01-07-2020
5050,Seattle,0,69.52,2,West,kariox,Consumer,laptop,Second Class,6278,17.38,01-07-2020,98105,Washington,01-07-2020
5051,Seattle,0.2,20.784,2,West,fynota,Consumer,colddrinks,Second Class,6279,-4.6764,01-07-2020,98105,Washington,01-07-2020
5052,Seattle,0.2,12.816,3,West,kariox,Consumer,headset,Second Class,6280,4.1652,01-07-2020,98105,Washington,01-07-2020
5053,New York City,0,45.96,2,East,kariox,Consumer,battery,Standard Class,7842,13.788,01-07-2020,10024,New York,01-07-2020
5054,Denver,0.2,544.008,3,West,qexty,Corporate,tshirts,Standard Class,1201,40.8006,01-07-2020,80219,Colorado,01-07-2020
5055,Denver,0.7,1.872,3,West,kariox,Corporate,headset,Standard Class,1202,-1.4352,01-07-2020,80219,Colorado,01-07-2020
5056,Hattiesburg,0,245.94,6,South,kariox,Consumer,phone,Standard Class,5988,120.5106,01-07-2020,39401,Mississippi,01-07-2020
5057,Denver,0.2,854.352,3,West,qexty,Corporate,tshirts,Standard Class,1203,10.6794,01-07-2020,80219,Colorado,01-07-2020
5058,Denver,0.2,338.04,3,West,kariox,Corporate,laptop,Standard Class,1205,-33.804,01-07-2020,80219,Colorado,01-07-2020
5059,Bowling Green,0,140.81,1,South,qexty,Corporate,tshirts,Standard Class,1842,39.4268,01-07-2020,42104,Kentucky,01-07-2020
5060,Glendale,0.2,33.8,5,West,kariox,Corporate,charger,Standard Class,3661,4.225,01-07-2020,85301,Arizona,01-07-2020
5061,Dallas,0.2,15.576,3,Central,fynota,Consumer,chocolates,Second Class,4730,3.3099,01-07-2020,75217,Texas,01-07-2020
5062,Phoenix,0.2,55.992,1,West,fynota,Consumer,colddrinks,Standard Class,6848,3.4995,01-07-2020,85023,Arizona,01-07-2020
5063,Philadelphia,0.2,11.264,8,East,kariox,Home Office,television,Standard Class,8139,1.2672,01-07-2020,19140,Pennsylvania,01-07-2020
5064,Philadelphia,0.2,284.08,10,East,kariox,Home Office,laptop,Standard Class,8140,24.857,01-07-2020,19140,Pennsylvania,01-07-2020
5065,Philadelphia,0.2,18.496,4,East,kariox,Home Office,phone,Standard Class,8141,6.7048,01-07-2020,19140,Pennsylvania,01-07-2020
5066,Hattiesburg,0,185.58,6,South,qexty,Consumer,shorts,Standard Class,5985,76.0878,01-07-2020,39401,Mississippi,01-07-2020
5067,Hattiesburg,0,77.56,2,South,kariox,Consumer,headset,Standard Class,5986,35.6776,01-07-2020,39401,Mississippi,01-07-2020
5068,Denver,0.2,593.568,2,West,kariox,Corporate,laptop,Standard Class,1204,0,01-07-2020,80219,Colorado,01-07-2020
5069,Columbia,0,51.84,8,East,kariox,Corporate,phone,Standard Class,8758,24.8832,01-07-2020,21044,Maryland,01-07-2020
5070,Jackson,0,2430.08,8,South,qexty,Consumer,hoodies,Standard Class,3581,388.8128,01-07-2020,39212,Mississippi,01-07-2020
5071,Columbia,0,5.4,3,East,kariox,Corporate,headset,Standard Class,8760,2.592,01-07-2020,21044,Maryland,01-07-2020
5072,Milwaukee,0,124.25,7,Central,fynota,Corporate,chocolates,Second Class,9892,48.4575,01-07-2020,53209,Wisconsin,01-07-2020
5073,Milwaukee,0,297.55,5,Central,fynota,Corporate,colddrinks,Second Class,9893,83.314,01-07-2020,53209,Wisconsin,01-07-2020
5074,Milwaukee,0,403.56,4,Central,qexty,Corporate,tshirts,Second Class,9894,96.8544,01-07-2020,53209,Wisconsin,01-07-2020
5075,Milwaukee,0,95.2,5,Central,qexty,Corporate,shorts,Second Class,9895,27.608,01-07-2020,53209,Wisconsin,01-07-2020
5076,Holland,0,20.44,7,Central,kariox,Home Office,lighting,Standard Class,5679,9.198,01-08-2020,49423,Michigan,01-07-2020
5077,Holland,0,109.92,2,Central,kariox,Home Office,phone,Standard Class,5680,53.8608,01-08-2020,49423,Michigan,01-07-2020
5078,Los Angeles,0,18.9,3,West,kariox,Consumer,tablet,Standard Class,6927,8.694,01-08-2020,90032,California,01-07-2020
5079,Bethlehem,0.5,177.45,5,East,qexty,Consumer,pants,First Class,8632,-78.078,01-07-2020,18018,Pennsylvania,01-07-2020
5080,Bethlehem,0.7,1369.764,6,East,kariox,Consumer,headset,First Class,8633,-913.176,01-07-2020,18018,Pennsylvania,01-07-2020
5081,Bethlehem,0.2,9.48,3,East,kariox,Consumer,battery,First Class,8634,0.711,01-07-2020,18018,Pennsylvania,01-07-2020
5082,Pasadena,0.6,24.7,5,Central,qexty,Home Office,shorts,Standard Class,9592,-9.88,01-08-2020,77506,Texas,01-07-2020
5083,Pasadena,0.6,302.72,5,Central,qexty,Home Office,shorts,Standard Class,9593,-378.4,01-08-2020,77506,Texas,01-07-2020
5084,Philadelphia,0.2,84.784,2,East,kariox,Corporate,laptop,Standard Class,3445,-16.9568,01-08-2020,19140,Pennsylvania,01-07-2020
5085,Pensacola,0.7,2.214,3,South,kariox,Consumer,headset,First Class,4879,-1.476,01-08-2020,32503,Florida,01-07-2020
5086,Charlotte,0.2,704.76,5,South,kariox,Consumer,laptop,Standard Class,8649,26.4285,01-08-2020,28205,North Carolina,01-07-2020
5087,Charlotte,0.7,27.396,3,South,kariox,Consumer,headset,Standard Class,8650,-20.0904,01-08-2020,28205,North Carolina,01-07-2020
5088,Houston,0.8,9.264,3,Central,kariox,Home Office,headset,Standard Class,2174,-13.896,01-08-2020,77070,Texas,01-07-2020
5089,Chicago,0.2,9.248,4,Central,kariox,Consumer,tablet,Standard Class,7455,3.1212,01-08-2020,60623,Illinois,01-07-2020
5090,Chicago,0.2,1036.624,2,Central,kariox,Consumer,laptop,Standard Class,7456,51.8312,01-08-2020,60623,Illinois,01-07-2020
5091,San Francisco,0,715.64,2,West,kariox,Corporate,battery,First Class,7908,178.91,01-08-2020,94122,California,01-07-2020
5092,Springfield,0,265.17,1,Central,kariox,Consumer,laptop,Standard Class,3112,47.7306,01-07-2020,65807,Missouri,01-07-2020
5093,Milwaukee,0,20.62,2,Central,kariox,Corporate,phone,Second Class,9891,9.6914,01-07-2020,53209,Wisconsin,01-07-2020
5094,San Francisco,0,37.17,9,West,kariox,Home Office,television,Same Day,8309,11.151,01-07-2020,94122,California,01-07-2020
5095,Houston,0.2,20.936,1,Central,kariox,Home Office,watch,Standard Class,5446,7.0659,01-07-2020,77041,Texas,01-07-2020
5096,Arlington,0,10.44,1,South,kariox,Home Office,headset,First Class,5244,4.8024,01-07-2020,22204,Virginia,01-07-2020
5097,Tampa,0.2,35.216,2,South,kariox,Corporate,television,Standard Class,834,2.6412,01-07-2020,33614,Florida,01-07-2020
5098,Tampa,0.2,23.696,2,South,kariox,Corporate,battery,Standard Class,835,6.5164,01-07-2020,33614,Florida,01-07-2020
5099,Tampa,0.5,265.475,1,South,fynota,Corporate,sweets,Standard Class,836,-111.4995,01-07-2020,33614,Florida,01-07-2020
5100,Rockford,0.8,11.416,4,Central,kariox,Home Office,headset,Standard Class,4237,-18.8364,01-07-2020,61107,Illinois,01-07-2020
5101,Mcallen,0.2,4.448,2,Central,kariox,Consumer,television,Standard Class,7072,0.3336,01-07-2020,78501,Texas,01-07-2020
5102,Mcallen,0.2,5.184,1,Central,kariox,Consumer,phone,Standard Class,7073,1.8144,01-07-2020,78501,Texas,01-07-2020
5103,Mcallen,0.2,175.92,5,Central,kariox,Consumer,television,Standard Class,7074,15.393,01-07-2020,78501,Texas,01-07-2020
5104,Mcallen,0.8,4.752,4,Central,kariox,Consumer,headset,Standard Class,7075,-8.316,01-07-2020,78501,Texas,01-07-2020
5105,Mcallen,0.2,13.344,2,Central,kariox,Consumer,charger,Standard Class,7076,1.0008,01-07-2020,78501,Texas,01-07-2020
5106,Houston,0.2,115.136,8,Central,fynota,Consumer,colddrinks,First Class,8705,11.5136,01-07-2020,77041,Texas,01-07-2020
5107,Columbia,0,27.42,3,East,qexty,Corporate,shorts,Standard Class,8759,9.3228,01-07-2020,21044,Maryland,01-07-2020
5108,New York City,0.1,253.764,2,East,qexty,Corporate,tshirts,Second Class,6762,31.0156,01-07-2020,10035,New York,01-07-2020
5109,Costa Mesa,0.2,119.616,8,West,kariox,Consumer,headset,Standard Class,497,40.3704,01-08-2020,92627,California,01-07-2020
5110,Costa Mesa,0,255.76,4,West,qexty,Consumer,shorts,Standard Class,498,81.8432,01-08-2020,92627,California,01-07-2020
5111,Costa Mesa,0.2,241.568,2,West,qexty,Consumer,tshirts,Standard Class,499,18.1176,01-08-2020,92627,California,01-07-2020
5112,Costa Mesa,0,69.3,9,West,qexty,Consumer,shorts,Standard Class,500,22.869,01-08-2020,92627,California,01-07-2020
5113,Columbus,0.4,1439.976,4,East,fynota,Consumer,fastfood,First Class,1987,191.9968,01-07-2020,43229,Ohio,01-07-2020
5114,Los Angeles,0,21.48,6,West,kariox,Consumer,lighting,Second Class,2156,10.74,01-07-2020,90032,California,01-07-2020
5115,Toledo,0.2,243.88,5,East,kariox,Corporate,battery,Standard Class,3010,27.4365,01-07-2020,43615,Ohio,01-07-2020
5116,Houston,0.2,15.712,4,Central,kariox,Corporate,tablet,Standard Class,3106,5.6956,01-07-2020,77070,Texas,01-07-2020
5117,Jackson,0,7.89,1,South,kariox,Consumer,laptop,Standard Class,3579,0.3156,01-07-2020,39212,Mississippi,01-07-2020
5118,Jackson,0,65.5,5,South,kariox,Consumer,phone,Standard Class,3580,32.095,01-07-2020,39212,Mississippi,01-07-2020
5119,Lafayette,0,73.2,5,South,kariox,Consumer,television,First Class,8741,21.228,01-07-2020,70506,Louisiana,01-07-2020
5120,Springfield,0,51.84,8,Central,kariox,Consumer,phone,Standard Class,3111,25.4016,01-07-2020,65807,Missouri,01-07-2020
5121,Los Angeles,0,77.88,2,West,kariox,Corporate,laptop,Standard Class,43,3.894,01-07-2020,90049,California,01-07-2020
5122,Springfield,0,242.94,3,Central,kariox,Consumer,laptop,Standard Class,3109,4.8588,01-07-2020,65807,Missouri,01-07-2020
5123,Hialeah,0.2,45.584,7,South,kariox,Corporate,charger,Standard Class,725,5.1282,01-07-2020,33012,Florida,01-07-2020
5124,San Jose,0,215.65,5,West,qexty,Consumer,shorts,Standard Class,1799,73.321,01-07-2020,95123,California,01-07-2020
5125,Aurora,0.6,60.288,8,Central,qexty,Corporate,shorts,Second Class,2372,-27.1296,01-07-2020,60505,Illinois,01-07-2020
5126,Aurora,0.2,2.632,1,Central,kariox,Corporate,lighting,Second Class,2373,0.8225,01-07-2020,60505,Illinois,01-07-2020
5127,Aurora,0.2,23.688,9,Central,kariox,Corporate,phone,Second Class,2374,7.6986,01-07-2020,60505,Illinois,01-07-2020
5128,Aurora,0.3,253.372,2,Central,qexty,Corporate,tshirts,Second Class,2375,-14.4784,01-07-2020,60505,Illinois,01-07-2020
5129,Los Angeles,0.2,287.968,4,West,qexty,Consumer,tshirts,Second Class,3983,-3.5996,01-07-2020,90045,California,01-07-2020
5130,Los Angeles,0.2,2799.96,5,West,fynota,Consumer,fastfood,Second Class,3984,944.9865,01-07-2020,90045,California,01-07-2020
5131,Los Angeles,0,48.94,1,West,kariox,Consumer,phone,Second Class,3985,24.47,01-07-2020,90045,California,01-07-2020
5132,Philadelphia,0.2,10.08,2,East,kariox,Home Office,tablet,Standard Class,6524,3.276,01-07-2020,19120,Pennsylvania,01-07-2020
5133,Philadelphia,0.4,59.994,1,East,fynota,Home Office,colddrinks,Standard Class,6525,-12.9987,01-07-2020,19120,Pennsylvania,01-07-2020
5134,Philadelphia,0.7,5.715,5,East,kariox,Home Office,headset,Standard Class,6526,-4.7625,01-07-2020,19120,Pennsylvania,01-07-2020
5135,Philadelphia,0.7,9.42,5,East,kariox,Home Office,headset,Standard Class,6527,-7.85,01-07-2020,19120,Pennsylvania,01-07-2020
5136,Orem,0,12.96,2,West,kariox,Consumer,phone,Standard Class,8797,6.2208,01-07-2020,84057,Utah,01-07-2020
5137,Orem,0,45.98,2,West,kariox,Consumer,television,Standard Class,8798,12.8744,01-07-2020,84057,Utah,01-07-2020
5138,Arlington,0.2,863.64,9,Central,fynota,Corporate,colddrinks,Second Class,1923,107.955,01-07-2020,76017,Texas,01-07-2020
5139,Arlington,0.2,47.616,3,Central,kariox,Corporate,television,Second Class,1924,3.5712,01-07-2020,76017,Texas,01-07-2020
5140,Broomfield,0.7,19.968,2,West,kariox,Consumer,headset,Standard Class,1938,-13.312,01-07-2020,80020,Colorado,01-07-2020
5141,Broomfield,0.2,33.488,7,West,kariox,Consumer,laptop,Standard Class,1939,-1.2558,01-07-2020,80020,Colorado,01-07-2020
5142,Broomfield,0.7,8.736,4,West,kariox,Consumer,headset,Standard Class,1940,-6.1152,01-07-2020,80020,Colorado,01-07-2020
5143,Broomfield,0.2,662.88,3,West,qexty,Consumer,tshirts,Standard Class,1941,74.574,01-07-2020,80020,Colorado,01-07-2020
5144,Seattle,0.2,71.976,3,West,fynota,Home Office,colddrinks,Same Day,5938,8.997,01-07-2020,98103,Washington,01-07-2020
5145,Seattle,0.2,177.48,3,West,fynota,Home Office,colddrinks,Same Day,5937,19.9665,01-07-2020,98103,Washington,01-07-2020
5146,Seattle,0,25.4,5,West,qexty,Home Office,shorts,Same Day,5936,8.636,01-07-2020,98103,Washington,01-07-2020
5147,San Francisco,0,27.92,4,West,kariox,Consumer,laptop,First Class,4455,0.5584,01-07-2020,94109,California,01-07-2020
5148,Sandy Springs,0,35.97,3,South,kariox,Consumer,television,Second Class,8231,9.7119,01-07-2020,30328,Georgia,01-07-2020
5149,Sandy Springs,0,1266.86,7,South,qexty,Consumer,pants,Second Class,8232,291.3778,01-07-2020,30328,Georgia,01-07-2020
5150,Aurora,0.2,50.12,7,Central,fynota,Home Office,chocolates,Second Class,8882,-0.6265,01-07-2020,60505,Illinois,01-07-2020
5151,Columbia,0,14.2,2,South,kariox,Consumer,headset,Same Day,4173,6.532,01-07-2020,29203,South Carolina,01-07-2020
5152,Springfield,0,7.64,1,Central,kariox,Consumer,phone,Standard Class,3110,3.7436,01-07-2020,65807,Missouri,01-07-2020
5153,Columbia,0,58.34,2,South,kariox,Consumer,headset,Same Day,4175,28.0032,01-07-2020,29203,South Carolina,01-07-2020
5154,Lehi,0,1499.95,5,West,fynota,Home Office,fastfood,First Class,7473,449.985,01-07-2020,84043,Utah,01-07-2020
5155,New York City,0,30.53,1,East,kariox,Home Office,tablet,Same Day,8905,14.0438,01-07-2020,10009,New York,01-07-2020
5156,New York City,0,30.84,3,East,fynota,Home Office,chocolates,Same Day,8906,6.168,01-07-2020,10009,New York,01-07-2020
5157,New York City,0,75.06,9,East,kariox,Home Office,phone,Same Day,8907,33.777,01-07-2020,10009,New York,01-07-2020
5158,Seattle,0.2,107.984,1,West,fynota,Consumer,colddrinks,Standard Class,3255,9.4486,01-07-2020,98105,Washington,01-07-2020
5159,Seattle,0.2,2.496,1,West,kariox,Home Office,headset,First Class,9753,0.9048,01-07-2020,98115,Washington,01-07-2020
5160,Arlington,0,7.7,2,South,kariox,Consumer,television,Standard Class,8337,3.157,01-07-2020,22204,Virginia,01-07-2020
5161,Huntsville,0.3,528.43,5,Central,qexty,Corporate,tshirts,First Class,8777,0,01-07-2020,77340,Texas,01-07-2020
5162,Huntsville,0.2,41.472,8,Central,kariox,Corporate,phone,First Class,8778,14.5152,01-07-2020,77340,Texas,01-07-2020
5163,Los Angeles,0,12.96,2,West,kariox,Consumer,phone,First Class,3565,6.2208,01-07-2020,90049,California,01-07-2020
5164,Los Angeles,0,3.96,2,West,kariox,Consumer,lighting,First Class,3566,0.0792,01-07-2020,90049,California,01-07-2020
5165,New York City,0,706.86,7,East,kariox,Corporate,battery,Standard Class,8049,197.9208,01-07-2020,10035,New York,01-07-2020
5166,Philadelphia,0.2,123.92,5,East,kariox,Corporate,phone,Same Day,9773,38.725,01-07-2020,19143,Pennsylvania,01-07-2020
5167,San Francisco,0,25.4,5,West,qexty,Consumer,shorts,First Class,4452,8.636,01-07-2020,94109,California,01-07-2020
5168,San Francisco,0,43.96,2,West,kariox,Consumer,watch,First Class,4453,20.6612,01-07-2020,94109,California,01-07-2020
5169,San Francisco,0.15,1279.165,5,West,qexty,Consumer,pants,First Class,4454,225.735,01-07-2020,94109,California,01-07-2020
5170,Los Angeles,0.2,195.184,1,West,qexty,Corporate,tshirts,Second Class,1159,19.5184,01-07-2020,90004,California,01-07-2020
5171,Seattle,0.2,19.296,3,West,kariox,Consumer,headset,Standard Class,3256,6.03,01-07-2020,98105,Washington,01-07-2020
5172,Columbia,0,12.96,2,South,kariox,Consumer,phone,Same Day,4174,6.2208,01-07-2020,29203,South Carolina,01-07-2020
5173,Jacksonville,0.2,15.984,2,South,kariox,Consumer,phone,Same Day,3816,4.995,01-07-2020,32216,Florida,01-07-2020
5174,San Francisco,0,151.62,7,West,kariox,Consumer,battery,Standard Class,7225,50.0346,01-07-2020,94122,California,01-07-2020
5175,San Francisco,0,30.8,4,West,qexty,Consumer,shorts,Standard Class,7226,10.164,01-07-2020,94122,California,01-07-2020
5176,Provo,0,44.4,5,West,kariox,Home Office,charger,Standard Class,2238,12.432,01-07-2020,84604,Utah,01-07-2020
5177,Portland,0.2,230.28,3,West,qexty,Corporate,tshirts,Standard Class,7932,23.028,01-07-2020,97206,Oregon,01-07-2020
5178,Portland,0.2,105.52,5,West,kariox,Corporate,phone,Standard Class,7933,34.294,01-07-2020,97206,Oregon,01-07-2020
5179,Grand Prairie,0.2,37.224,3,Central,kariox,Corporate,laptop,Standard Class,188,3.7224,01-07-2020,75051,Texas,01-07-2020
5180,Grand Prairie,0.2,20.016,3,Central,kariox,Corporate,phone,Standard Class,189,6.255,01-07-2020,75051,Texas,01-07-2020
5181,Philadelphia,0.4,143.982,3,East,fynota,Consumer,colddrinks,Standard Class,600,-28.7964,01-07-2020,19120,Pennsylvania,01-07-2020
5182,Philadelphia,0.4,494.376,4,East,fynota,Consumer,colddrinks,Standard Class,601,-115.3544,01-07-2020,19120,Pennsylvania,01-07-2020
5183,Philadelphia,0.2,5.84,2,East,kariox,Consumer,charger,Standard Class,602,0.73,01-07-2020,19120,Pennsylvania,01-07-2020
5184,Houston,0.6,9.552,3,Central,qexty,Corporate,shorts,Second Class,3365,-3.8208,01-07-2020,77036,Texas,01-07-2020
5185,Columbia,0,10.2,5,South,kariox,Corporate,watch,Second Class,6963,4.794,01-07-2020,29203,South Carolina,01-07-2020
5186,Columbia,0,22.32,3,South,kariox,Corporate,television,Second Class,6964,5.58,01-07-2020,29203,South Carolina,01-07-2020
5187,Columbia,0,24.1,5,South,kariox,Corporate,headset,Second Class,6965,11.086,01-07-2020,29203,South Carolina,01-07-2020
5188,Columbia,0,75.98,2,South,fynota,Corporate,chocolates,Second Class,6966,18.2352,01-07-2020,29203,South Carolina,01-07-2020
5189,Columbia,0,6.46,2,South,kariox,Corporate,headset,Second Class,6967,3.1654,01-07-2020,29203,South Carolina,01-07-2020
5190,Columbia,0,60.12,9,South,kariox,Corporate,phone,Second Class,6968,28.8576,01-07-2020,29203,South Carolina,01-07-2020
5191,Perth Amboy,0,162.64,2,East,kariox,Corporate,battery,Standard Class,2046,45.5392,01-07-2020,8861,New Jersey,01-07-2020
5192,Perth Amboy,0,55.48,1,East,kariox,Corporate,phone,Standard Class,2048,26.6304,01-07-2020,8861,New Jersey,01-07-2020
5193,Springfield,0,21.93,3,Central,kariox,Consumer,phone,Standard Class,3108,10.0878,01-07-2020,65807,Missouri,01-07-2020
5194,Jacksonville,0.2,823.96,5,South,fynota,Consumer,colddrinks,Same Day,3815,51.4975,01-07-2020,32216,Florida,01-07-2020
5195,San Francisco,0.2,110.376,3,West,fynota,Consumer,colddrinks,Standard Class,7224,12.4173,01-07-2020,94122,California,01-07-2020
5196,Columbus,0,51.75,1,South,qexty,Consumer,shorts,Standard Class,6958,15.525,01-07-2020,31907,Georgia,01-07-2020
5197,Perth Amboy,0,597,3,East,fynota,Corporate,colddrinks,Standard Class,2047,280.59,01-07-2020,8861,New Jersey,01-07-2020
5198,Irving,0.2,219.84,5,Central,kariox,Consumer,phone,Second Class,6666,79.692,01-07-2020,75061,Texas,01-07-2020
5199,Columbus,0,36.4,5,South,kariox,Consumer,headset,Standard Class,6957,17.108,01-07-2020,31907,Georgia,01-07-2020
5200,New York City,0.1,408.006,2,East,qexty,Corporate,tshirts,Standard Class,1412,72.5344,01-07-2020,10035,New York,01-07-2020
5201,Mesa,0.2,16.768,2,West,kariox,Consumer,laptop,Standard Class,536,1.4672,01-07-2020,85204,Arizona,01-07-2020
5202,Dallas,0.2,338.04,3,Central,kariox,Consumer,laptop,Standard Class,1733,-33.804,01-07-2020,75081,Texas,01-07-2020
5203,Dallas,0.2,154.24,4,Central,kariox,Consumer,television,Standard Class,1734,17.352,01-07-2020,75081,Texas,01-07-2020
5204,Yuma,0.7,44.856,6,West,kariox,Home Office,headset,Same Day,4823,-35.8848,01-07-2020,85364,Arizona,01-07-2020
5205,Philadelphia,0.7,341.991,3,East,fynota,Corporate,sweets,Same Day,7238,-319.1916,01-07-2020,19143,Pennsylvania,01-07-2020
5206,Los Angeles,0.2,95.76,6,West,fynota,Corporate,colddrinks,Standard Class,478,7.182,01-07-2020,90008,California,01-07-2020
5207,Tucson,0.2,380.864,8,West,fynota,Corporate,colddrinks,First Class,542,38.0864,01-07-2020,85705,Arizona,01-07-2020
5208,Philadelphia,0.2,11.632,2,East,kariox,Consumer,charger,First Class,599,1.0178,01-07-2020,19134,Pennsylvania,01-07-2020
5209,New York City,0,165.28,4,East,qexty,Corporate,shorts,Standard Class,1413,14.8752,01-07-2020,10035,New York,01-07-2020
5210,New York City,0.2,9.144,3,East,kariox,Corporate,headset,Second Class,1208,3.2004,01-07-2020,10009,New York,01-07-2020
5211,Auburn,0,29.61,9,East,kariox,Consumer,lighting,Second Class,4682,13.3245,01-07-2020,13021,New York,01-07-2020
5212,New York City,0,11.21,1,East,kariox,Corporate,laptop,Second Class,1207,3.363,01-07-2020,10009,New York,01-07-2020
5213,Huntsville,0,29,2,South,fynota,Consumer,chocolates,Same Day,2187,7.25,01-07-2020,35810,Alabama,01-07-2020
5214,New York City,0.2,14.16,2,East,kariox,Corporate,headset,Standard Class,2154,5.133,01-07-2020,10009,New York,01-07-2020
5215,Providence,0,12.96,2,East,kariox,Corporate,phone,Standard Class,7604,6.2208,01-07-2020,2908,Rhode Island,01-07-2020
5216,New York City,0.2,579.136,4,East,qexty,Corporate,pants,Second Class,1212,21.7176,01-07-2020,10009,New York,01-07-2020
5217,New York City,0.2,8.544,2,East,kariox,Corporate,headset,Second Class,1211,2.8836,01-07-2020,10009,New York,01-07-2020
5218,New York City,0,41.86,7,East,kariox,Corporate,television,Second Class,1210,10.465,01-07-2020,10009,New York,01-07-2020
5219,Houston,0.2,419.944,7,Central,fynota,Consumer,colddrinks,Second Class,1306,52.493,01-07-2020,77036,Texas,01-07-2020
5220,New York City,0,14.07,7,East,kariox,Corporate,lighting,Second Class,1209,6.8943,01-07-2020,10009,New York,01-07-2020
5221,Los Angeles,0,8.26,2,West,kariox,Corporate,television,Second Class,4584,3.7996,01-08-2020,90045,California,01-08-2020
5222,Seattle,0,34.68,6,West,kariox,Consumer,phone,Standard Class,3115,16.9932,01-08-2020,98105,Washington,01-08-2020
5223,Seattle,0.2,532.704,6,West,qexty,Consumer,tshirts,Standard Class,3116,-39.9528,01-08-2020,98105,Washington,01-08-2020
5224,Seattle,0,43.1,5,West,kariox,Consumer,battery,Standard Class,3117,11.206,01-08-2020,98105,Washington,01-08-2020
5225,Seattle,0,15.88,4,West,kariox,Consumer,charger,Standard Class,3118,0.1588,01-08-2020,98105,Washington,01-08-2020
5226,New York City,0,21.3,5,East,kariox,Corporate,television,Standard Class,5615,8.733,01-08-2020,10035,New York,01-08-2020
5227,New York City,0,1040.8,5,East,kariox,Corporate,battery,Standard Class,5616,281.016,01-08-2020,10035,New York,01-08-2020
5228,New York City,0,29.34,6,East,kariox,Corporate,television,Standard Class,5617,7.9218,01-08-2020,10035,New York,01-08-2020
5229,Sheboygan,0,25.2,4,Central,kariox,Home Office,tablet,Standard Class,7988,11.592,01-08-2020,53081,Wisconsin,01-08-2020
5230,Sheboygan,0,1.98,2,Central,fynota,Home Office,chocolates,Standard Class,7991,0.891,01-08-2020,53081,Wisconsin,01-08-2020
5231,Sheboygan,0,14.97,1,Central,kariox,Home Office,laptop,Standard Class,7990,4.1916,01-08-2020,53081,Wisconsin,01-08-2020
5232,San Jose,0,10.23,3,West,kariox,Consumer,lighting,First Class,993,4.9104,01-08-2020,95123,California,01-08-2020
5233,San Jose,0,154.9,5,West,kariox,Consumer,phone,First Class,994,69.705,01-08-2020,95123,California,01-08-2020
5234,Pasadena,0.3,1024.716,6,Central,qexty,Corporate,tshirts,First Class,1464,-29.2776,01-08-2020,77506,Texas,01-08-2020
5235,Seattle,0,6.48,1,West,kariox,Consumer,phone,Second Class,1870,3.1104,01-08-2020,98103,Washington,01-08-2020
5236,San Diego,0.2,1603.136,4,West,qexty,Corporate,tshirts,First Class,2857,100.196,01-08-2020,92037,California,01-08-2020
5237,Philadelphia,0.2,5.472,3,East,kariox,Corporate,television,Standard Class,3932,1.6416,01-09-2020,19140,Pennsylvania,01-08-2020
5238,Seattle,0,135.9,5,West,kariox,Consumer,watch,Standard Class,3114,63.873,01-08-2020,98105,Washington,01-08-2020
5239,Philadelphia,0.2,47.984,2,East,fynota,Corporate,chocolates,Standard Class,3933,13.1956,01-09-2020,19140,Pennsylvania,01-08-2020
5240,Sheboygan,0,37.59,3,Central,kariox,Home Office,tablet,Standard Class,7989,17.6673,01-08-2020,53081,Wisconsin,01-08-2020
5241,Pasadena,0.2,159.984,2,Central,fynota,Corporate,chocolates,First Class,1463,43.9956,01-08-2020,77506,Texas,01-08-2020
5242,Columbus,0.2,134.288,2,East,kariox,Consumer,watch,Standard Class,657,45.3222,01-08-2020,43229,Ohio,01-08-2020
5243,Pharr,0.2,666.4,7,Central,fynota,Home Office,chocolates,Standard Class,3019,-33.32,01-08-2020,78577,Texas,01-08-2020
